Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C) ,Wind Direction (deg),Wind Speed (kmh)
2017-03-19 18:00:00,1016996.68,1009.49,0.5,75.41666667,19.61938622,261.375,11.94125
2017-03-19 19:00:00,1032056.242,1009.61,0,79.66666667,17.97188622,254.125,12.52
2017-03-19 20:00:00,1032000.936,1009.76125,0,82.66666667,17.60188622,267.5,10.89
2017-03-19 21:00:00,1025865.786,1011.07125,0,84.5,16.63688622,264.5,8.65375
2017-03-19 22:00:00,1016097.464,1011.2,0,85.75,15.86438622,243.375,13.605
2017-03-19 23:00:00,1005315.689,1010.88,0,86.08333333,15.61438622,249.75,12.46
2017-03-20 00:00:00,987190.0188,1011.595,0,87.75,14.63938622,254.25,8.6475
2017-03-20 01:00:00,967204.1311,1011.71,7.875,89.08333333,13.83188622,253.625,11.2875
2017-03-20 02:00:00,950232.0453,1010.55875,49.5,89.33333333,13.72938622,286.125,6.35125
2017-03-20 03:00:00,940618.2034,1010.3,27.5,88.75,13.76188622,321,5.41
2017-03-20 04:00:00,938838.0915,1010.4,40.875,86.66666667,13.72938622,341.375,5.675
2017-03-20 05:00:00,945081.5454,1010.165,42.5,88.16666667,13.76188622,266.75,6.78375
2017-03-20 06:00:00,973593.4149,1010.87875,31.125,86.16666667,13.85188622,223.875,4.12625
2017-03-20 07:00:00,1039951.764,1010.985,23.5,88.16666667,13.26938622,97.375,4.005
2017-03-20 08:00:00,1155230.234,1011.23875,39.375,85.58333333,15.71688622,94.25,5.5775
2017-03-20 09:00:00,1275774.738,1012.5475,31.125,79.91666667,18.84688622,76,8.33375
2017-03-20 10:00:00,1333642.533,1012.665,18,74.66666667,22.24188622,294.125,15.36375
2017-03-20 11:00:00,1344260.485,1012.13375,2.375,73.33333333,22.70938622,289.75,15.37625
2017-03-20 12:00:00,1337270.305,1012.725,0,69.58333333,22.79188622,263.875,13.365
2017-03-20 13:00:00,1321022.665,1012.85,0,67.08333333,24.58188622,269.625,17.79375
2017-03-20 14:00:00,1325809.013,1011.20625,0,71.58333333,25.38188622,263.75,18.81125
2017-03-20 15:00:00,1322490.787,1010.605,0,76.58333333,24.26438622,244.75,16.9
2017-03-20 16:00:00,1321726.565,1010.72,0,76.75,24.25438622,245.625,20.085
2017-03-20 17:00:00,1289828.914,1010,2.375,77.58333333,21.86188622,253.875,16.82125
2017-03-20 18:00:00,1238524.579,1010.22875,16.5,79.16666667,19.62938622,242.375,13.865
2017-03-20 19:00:00,1194435.468,1010.335,19,82.25,17.97188622,238.625,14.58875
2017-03-20 20:00:00,1151563.632,1010.50375,19,82.58333333,17.64938622,230.75,14.55
2017-03-20 21:00:00,1116035.555,1011.7375,22,81.83333333,16.92688622,228,12.73
2017-03-20 22:00:00,1091370.076,1011.855,40.875,85.33333333,15.91188622,222,9.81625
2017-03-20 23:00:00,1061752.066,1011.53875,44,86,15.76188622,220.5,9.37
2017-03-21 00:00:00,1032739.17,1012.17875,44,86,15.76688622,219.5,9.14
2017-03-21 01:00:00,1003462.017,1012.285,44,86,15.76188622,231,7.9975
2017-03-21 02:00:00,986411.581,1011.09125,44,86,15.76188622,248.5,8.87
2017-03-21 03:00:00,975442.3692,1010.76375,44,86,15.76188622,240.375,7.75
2017-03-21 04:00:00,971071.4814,1010.86,44,86.33333333,15.50438622,202.125,8.87
2017-03-21 05:00:00,973178.1793,1010.86,44,88.75,13.97438622,141.5,7.9975
2017-03-21 06:00:00,990731.261,1010.86,44,89,13.72438622,131,8.31125
2017-03-21 07:00:00,1044374.834,1010.86,43,87.58333333,13.96438622,135.25,4.1275
2017-03-21 08:00:00,1148047.444,1011.67125,38,86.33333333,15.76188622,154.875,6.855
2017-03-21 09:00:00,1249571.117,1013.7725,41.5,83.08333333,19.54438622,204,9.53625
2017-03-21 10:00:00,1306543.898,1013.915,31.125,79.75,22.61188622,240.25,13.32875
2017-03-21 11:00:00,1322956.702,1013.0175,20.5,80,24.14938622,271,17.67125
2017-03-21 12:00:00,1324423.42,1013.2675,19,83.16666667,22.80938622,256.375,14.41375
2017-03-21 13:00:00,1315972.684,1013.395,19,80.33333333,25.02188622,265.25,21.6975
2017-03-21 14:00:00,1322229.604,1011.57375,20.5,81.25,23.76438622,271.75,21.88375
2017-03-21 15:00:00,1318455.264,1010.75875,29.5,78.66666667,22.33438622,259.125,19.285
2017-03-21 16:00:00,1309046.668,1010.87,31.875,76.91666667,22.26188622,267.75,22.21625
2017-03-21 17:00:00,1281501.154,1010.19,36,79.58333333,19.99438622,261.375,20.275
2017-03-21 18:00:00,1235780.995,1010.78375,33.5,80,18.80188622,241.875,17.11125
2017-03-21 19:00:00,1194239.054,1010.925,42.5,80,17.87938622,231.125,16.12375
2017-03-21 20:00:00,1150312.307,1011.1125,44,80,17.74188622,230.625,13.585
2017-03-21 21:00:00,1119503.797,1012.425,40.875,80,17.74188622,234.375,13.82625
2017-03-21 22:00:00,1095905.874,1012.55,22,80,17.74188622,220.625,11.34125
2017-03-21 23:00:00,1063608.052,1012.12,19,80.25,17.57188622,202.625,9.77375
2017-03-22 00:00:00,1034120.711,1012.59375,19,81.75,16.47188622,201,10.45
2017-03-22 01:00:00,1009530.609,1012.695,19,82.66666667,15.83438622,208.5,9.32
2017-03-22 02:00:00,991893.1011,1011.15125,19,82.66666667,15.76188622,208.625,7.72875
2017-03-22 03:00:00,982028.0272,1010.53625,19,83,15.51438622,193.5,7.2975
2017-03-22 04:00:00,976406.4193,1010.64,22,85.91666667,13.97438622,144.75,7.23375
2017-03-22 05:00:00,975886.7013,1010.225,40.875,88.16666667,13.71938622,126.25,5.925
2017-03-22 06:00:00,989562.015,1010.7325,44,86.41666667,13.70188622,139,7.51125
2017-03-22 07:00:00,1049173.358,1010.835,44,87.16666667,13.95938622,141.5,9.535
2017-03-22 08:00:00,1163011.56,1011.1375,42.5,86.08333333,15.79438622,146,8.285
2017-03-22 09:00:00,1271671.528,1012.565,32.625,84.75,18.39688622,193.5,10.905
2017-03-22 10:00:00,1325304.681,1012.69,29.5,80.41666667,22.28438622,267.375,14.775
2017-03-22 11:00:00,1339035.259,1012.14625,20.5,76.75,23.42938622,263.875,17.62
2017-03-22 12:00:00,1346214.575,1012.725,19,81.08333333,22.93438622,261.25,16.62875
2017-03-22 13:00:00,1340341.107,1012.85,19,79.08333333,25.06438622,273.75,21.17375
2017-03-22 14:00:00,1348007.815,1010.975,16.5,75.83333333,23.97438622,271.5,20.06
2017-03-22 15:00:00,1320913.719,1010.225,4.75,76.5,23.58438622,270.125,17.60375
2017-03-22 16:00:00,1316589.917,1010.35,19.5,78.25,22.42188622,269.875,20.6175
2017-03-22 17:00:00,1283933.798,1009.44,40.875,82.66666667,19.70938622,268.125,20.88
2017-03-22 18:00:00,1240706.309,1009.475,44,82.75,18.81688622,264,18.58125
2017-03-22 19:00:00,1208599.776,1009.58,44,82.91666667,17.84938622,266.375,17.29375
2017-03-22 20:00:00,1163237.942,1009.95875,44,83.41666667,17.39188622,240.125,11.06
2017-03-22 21:00:00,1130689.799,1011.42875,44,83.91666667,17.12938622,213.5,9.465
2017-03-22 22:00:00,1108793.149,1011.55,44,83.16666667,17.60938622,208.875,9.27
2017-03-22 23:00:00,1078661.094,1011.13375,44,83.33333333,17.44938622,200,8.88
2017-03-23 00:00:00,1046058.616,1011.6875,44,83.66666667,17.11688622,193.125,10.37625
2017-03-23 01:00:00,1019645.983,1011.795,44,85.33333333,15.94188622,197.125,12.13125
2017-03-23 02:00:00,1001757.361,1010.39125,44,83.5,15.71938622,185.125,9.35375
2017-03-23 03:00:00,989690.3052,1009.97,44,85.66666667,15.76438622,179,7.71875
2017-03-23 04:00:00,978765.4572,1010.08,44,86.33333333,15.51938622,165.875,9.15125
2017-03-23 05:00:00,981291.8312,1009.43375,44,88.25,14.04438622,136.625,9.78375
2017-03-23 06:00:00,1003035.897,1009.7025,44,87.58333333,13.83688622,151.375,10.38
2017-03-23 07:00:00,1061943.79,1009.805,44,87.25,14.71688622,154.625,11.72
2017-03-23 08:00:00,1176735.974,1010.3775,44,86.08333333,15.64688622,174.5,11.48125
2017-03-23 09:00:00,1283327.528,1012.1875,40.875,84.08333333,16.73188622,177.75,13.65375
2017-03-23 10:00:00,1330669.101,1012.325,22,74.41666667,22.70438622,261.25,18.305
2017-03-23 11:00:00,1343089.241,1011.60375,19,75.08333333,23.58188622,248.5,13.01875
2017-03-23 12:00:00,1350603.047,1011.9475,19,75.91666667,23.11688622,259.5,16.64125
2017-03-23 13:00:00,1342173.801,1012.065,19,74.75,24.10438622,272.375,20.27875
2017-03-23 14:00:00,1356139.321,1010.3275,16.5,77.25,22.05438622,287.125,18.675
2017-03-23 15:00:00,1350174.669,1009.57125,2.375,78,21.29688622,279.25,18.23
2017-03-23 16:00:00,1341647.843,1009.68,0,77.83333333,21.50438622,289,18.47875
2017-03-23 17:00:00,1306785.594,1008.78125,6.5,78.91666667,20.55688622,286.5,18.50125
2017-03-23 18:00:00,1250881.605,1009.17625,29.5,81.58333333,18.74688622,296.375,16.395
2017-03-23 19:00:00,1208115.562,1009.32,39.375,82.83333333,17.79188622,301.25,13.30625
2017-03-23 20:00:00,1174643.957,1009.38,22,83.66666667,17.15188622,308.5,12.11125
2017-03-23 21:00:00,1144363.871,1010.4975,22,85.66666667,15.95188622,303.25,10.80375
2017-03-23 22:00:00,1115131.742,1010.615,40.875,86,15.73188622,291.375,9.08875
2017-03-23 23:00:00,1084232.324,1010.50625,44,85.66666667,15.58188622,283.375,6.105
2017-03-24 00:00:00,1054376.284,1011.37125,40.875,83.41666667,15.47438622,267.125,5.70625
2017-03-24 01:00:00,1027063.053,1011.48,22,85.33333333,14.08438622,241.5,7.26875
2017-03-24 02:00:00,1008183.727,1010.52875,19,84.83333333,14.38938622,231.875,7.01125
2017-03-24 03:00:00,995523.5293,1010.605,19,85.75,13.87188622,268.125,4.095
2017-03-24 04:00:00,987648.4313,1010.72,19,85.75,13.80938622,312.25,3.98125
2017-03-24 05:00:00,990423.7612,1010.30375,22,84.66666667,14.21188622,316.75,6.15625
2017-03-24 06:00:00,1006821.661,1010.9825,40.875,83,14.05688622,217.75,6.21125
2017-03-24 07:00:00,1066259.172,1011.105,44,82.41666667,14.74188622,7.125,7.65375
2017-03-24 08:00:00,1183252.94,1011.83125,42.5,80.66666667,15.79938622,132.5,15.09625
2017-03-24 09:00:00,1285285.078,1013.595,31.125,77,17.83438622,335,15.43375
2017-03-24 10:00:00,1336330.186,1013.71,20.5,72,21.20688622,322.375,19.72
2017-03-24 11:00:00,1355594.199,1012.985,16.5,71.41666667,21.75438622,313.375,21.0125
2017-03-24 12:00:00,1354636.083,1013.15625,2.375,71.91666667,22.42438622,322.125,19.46
2017-03-24 13:00:00,1347522.757,1013.255,0,70.75,24.98188622,322.125,24.20625
2017-03-24 14:00:00,1361669.729,1011.3025,0,70.58333333,24.05188622,311.375,24.60875
2017-03-24 15:00:00,1350561.168,1010.51125,0,65.83333333,24.38438622,315.5,21.64875
2017-03-24 16:00:00,1336593.95,1010.64,0,64.33333333,24.78688622,323.125,22.965
2017-03-24 17:00:00,1301632.685,1009.65625,0,67.91666667,20.58938622,327.875,20.53625
2017-03-24 18:00:00,1252530.739,1009.5125,0,67.66666667,19.50438622,334.375,22.91
2017-03-24 19:00:00,1204006.356,1009.605,0,65.91666667,17.83938622,323.5,14.10125
2017-03-24 20:00:00,1161485.191,1010.1025,0,66.66666667,16.53188622,326.75,10.17125
2017-03-24 21:00:00,1133962.443,1011.86875,0,67.83333333,15.33188622,318.5,8.7875
2017-03-24 22:00:00,1104562.678,1012.01,0,69.25,13.93188622,275.375,7.9275
2017-03-24 23:00:00,1064298.248,1011.43,0,69.33333333,13.69438622,305,8.14125
2017-03-25 00:00:00,1031410.213,1011.86625,0,70.33333333,13.31188622,298.625,3.3875
2017-03-25 01:00:00,1012118.565,1011.98,0,73.91666667,11.97938622,303.375,8.755
2017-03-25 02:00:00,994928.0752,1010.74625,0,76,11.82938622,322.5,11.175
2017-03-25 03:00:00,982095.9254,1010.51375,0,75,11.54438622,336.125,6.28625
2017-03-25 04:00:00,978078.6556,1010.625,0,78.58333333,10.09938622,140.875,5.79625
2017-03-25 05:00:00,976045.8616,1010.1925,0,78.08333333,10.40188622,54.5,7.96625
2017-03-25 06:00:00,981316.7155,1010.9075,0,75.91666667,9.716886217,63,7.75125
2017-03-25 07:00:00,1005723.203,1011.035,0,76.16666667,9.321886217,76.5,9.96
2017-03-25 08:00:00,1063293.04,1011.6275,0,73,12.64188622,57.125,10.91125
2017-03-25 09:00:00,1130433.409,1013.3675,0,67.75,17.17188622,30.625,11.15625
2017-03-25 10:00:00,1178005.157,1013.495,0,62.41666667,21.91438622,299.75,14.69875
2017-03-25 11:00:00,1193739.727,1012.36375,0,64.5,26.30688622,315,9.31625
2017-03-25 12:00:00,1194247.771,1012.21125,0,69,23.89438622,296.625,13.5575
2017-03-25 13:00:00,1189648.081,1012.32,0,71.66666667,27.56438622,315.125,23.585
2017-03-25 14:00:00,1197709.297,1010.35125,0,71.5,26.03438622,318.5,25.13875
2017-03-25 15:00:00,1197288.789,1009.38,0,69.58333333,25.67188622,315.5,22.32625
2017-03-25 16:00:00,1188867.021,1009.49,0,66.25,28.32438622,330.625,27.25625
2017-03-25 17:00:00,1169657.421,1008.51625,0,71.33333333,23.90188622,333,25.40375
2017-03-25 18:00:00,1147334.775,1008.5525,0,73.41666667,21.19688622,326.125,22.2975
2017-03-25 19:00:00,1134473.151,1008.665,0,68.75,19.79688622,275.125,14.54125
2017-03-25 20:00:00,1115481.71,1008.9625,0,67.66666667,19.04438622,326.625,14.62125
2017-03-25 21:00:00,1103437.638,1010.565,0,63.16666667,18.99938622,333.25,12.165
2017-03-25 22:00:00,1092939.76,1010.71,0,63.25,17.94688622,346.75,7.74
2017-03-25 23:00:00,1072920.112,1010.40875,0,63.25,17.82188622,349,4.58375
2017-03-26 00:00:00,1050074.439,1011.0775,0,62.83333333,17.51188622,342.375,3.24
2017-03-26 01:00:00,1027058.521,1011.185,0,67.08333333,16.21188622,341,1.83
2017-03-26 02:00:00,1011024.609,1009.8825,0,60.75,16.95938622,341,8.9425
2017-03-26 03:00:00,998181.0394,1009.57,0,67.5,15.60188622,342.5,6.82625
2017-03-26 04:00:00,994106.3375,1009.68,0,76.08333333,13.76688622,350.875,9.93
2017-03-26 05:00:00,989417.7215,1009.165,0,78.41666667,12.57188622,51.875,7.755
2017-03-26 06:00:00,980170.8736,1009.7075,0,76.33333333,13.24438622,8.375,8.80875
2017-03-26 07:00:00,979472.1996,1009.825,0.5,75.25,13.17938622,8,12.535
2017-03-26 08:00:00,1000021.095,1010.12125,3.75,71.16666667,15.97438622,135.875,13.285
2017-03-26 09:00:00,1028975.217,1011.76,0.5,61.75,21.69438622,331.875,10.075
2017-03-26 10:00:00,1054692.345,1011.91,0,57.25,26.93938622,321.75,11.135
2017-03-26 11:00:00,1071296.96,1010.865,0,59.91666667,27.65188622,283,12.725
2017-03-26 12:00:00,1080229.958,1010.855,0,62.66666667,28.25438622,281,13.86875
2017-03-26 13:00:00,1083458.508,1010.97,0,64.58333333,32.68688622,303.375,19.53625
2017-03-26 14:00:00,1091820.59,1009.06,0,64.66666667,31.81188622,302.375,21.0175
2017-03-26 15:00:00,1091522.42,1008.1175,0,64.5,30.77688622,312.875,19.01
2017-03-26 16:00:00,1087754.584,1008.225,0,62,32.52438622,318.75,20.30625
2017-03-26 17:00:00,1047038.878,1007.25125,0,72.58333333,28.59688622,318.75,17.195
2017-03-26 18:00:00,1056974.75,1007.495,0,66.33333333,27.48938622,320.625,14.33125
2017-03-26 19:00:00,1057136.576,1007.63,0,62.66666667,26.00438622,328.5,11.56625
2017-03-26 20:00:00,1049966.482,1007.63,0,61.25,25.50938622,328,10.70625
2017-03-26 21:00:00,1053597.226,1007.63,0,63.83333333,23.74188622,313.875,7.0525
2017-03-26 22:00:00,1047808.208,1007.63,0,65.41666667,21.96938622,318.5,1.1225
2017-03-26 23:00:00,1033327.264,1008.06,0,64.91666667,21.20688622,341,1.51875
2017-03-27 00:00:00,1016170.947,1009.5475,0,67.75,19.28438622,326,3.56125
2017-03-27 01:00:00,994647.313,1009.665,0,67.25,18.08938622,278.5,5.25625
2017-03-27 02:00:00,976173.6512,1008.2525,0,65.33333333,18.76188622,269.125,5.6225
2017-03-27 03:00:00,954407.8333,1007.86125,0,67.33333333,17.85188622,310.75,3.45875
2017-03-27 04:00:00,948634.8594,1007.975,0,70.08333333,15.80938622,275.25,1.9075
2017-03-27 05:00:00,958369.0472,1007.5475,0,73.91666667,14.14188622,142.75,9.81125
2017-03-27 06:00:00,988560.1608,1008.2225,0,76.58333333,14.06438622,156.625,8.435
2017-03-27 07:00:00,1055779.076,1008.345,0.5,78.33333333,15.09938622,151.75,6.12
2017-03-27 08:00:00,1178547.595,1008.87875,3.75,78.75,18.13438622,153.625,11.6325
2017-03-27 09:00:00,1290303.928,1010.5675,0.5,76.58333333,20.31438622,187.125,10.87375
2017-03-27 10:00:00,1352383.447,1010.695,0,70.41666667,24.98938622,267.75,10.03125
2017-03-27 11:00:00,1368326.039,1009.94625,0,71.08333333,25.55438622,268.125,13.755
2017-03-27 12:00:00,1369735.493,1010.28375,0,76.16666667,25.10938622,256.875,14.97875
2017-03-27 13:00:00,1380218.549,1010.405,0,78.66666667,27.79438622,280.875,19.455
2017-03-27 14:00:00,1392788.133,1008.46375,0,83.41666667,26.17688622,282,23.93
2017-03-27 15:00:00,1387750.097,1007.36625,0,80.25,27.08438622,288.5,21.65125
2017-03-27 16:00:00,1369111.199,1007.46,0,66.66666667,32.23438622,308,20.8525
2017-03-27 17:00:00,1322572.657,1006.24375,0,67.33333333,29.94188622,316,13.26125
2017-03-27 18:00:00,1270255.002,1005.9875,0,60.66666667,29.43938622,320.75,11.05375
2017-03-27 19:00:00,1223320.409,1006.095,0,58.66666667,27.54938622,342.25,9.87875
2017-03-27 20:00:00,1178197.242,1006.67375,0,64.58333333,24.63188622,289.875,10.81875
2017-03-27 21:00:00,1152145.912,1008.565,0,67.58333333,22.88938622,225.5,8.03875
2017-03-27 22:00:00,1130012.617,1008.71,0,74.91666667,21.49188622,200.875,9.87625
2017-03-27 23:00:00,1102936.551,1008.66875,0,84,18.85938622,193.25,13.9675
2017-03-28 00:00:00,1070296.846,1009.80875,0,88.41666667,17.74438622,191.625,9.22875
2017-03-28 01:00:00,1046821.578,1009.94,0,86.5,17.65688622,171.25,6.755
2017-03-28 02:00:00,1025189.51,1008.66,0,86.91666667,17.10188622,181.5,11.605
2017-03-28 03:00:00,1007974.881,1008.37,0,88.75,16.26938622,175.125,10.875
2017-03-28 04:00:00,1002856.931,1008.48,0,91.16666667,15.77438622,191.75,9.835
2017-03-28 05:00:00,1008084.091,1007.935,0,87,15.48188622,175.125,10.67875
2017-03-28 06:00:00,1024926.972,1008.43875,0,85.25,15.36688622,161.375,6.26
2017-03-28 07:00:00,1087711.233,1008.555,0,86.58333333,15.17188622,201.5,3.035
2017-03-28 08:00:00,1199602.961,1009.20375,0,82.83333333,17.70188622,293,6.40375
2017-03-28 09:00:00,1313529.862,1011.0875,0,77.5,21.00438622,147.125,7.3425
2017-03-28 10:00:00,1369282.861,1011.225,0,77.75,22.68188622,302.5,14.13375
2017-03-28 11:00:00,1386651.585,1010.4425,0,80.25,23.62938622,282.625,17.4475
2017-03-28 12:00:00,1396367.719,1010.6275,0,79.66666667,24.22438622,279.5,17.45875
2017-03-28 13:00:00,1402109.723,1010.735,0,78.33333333,25.52938622,286.625,20.825
2017-03-28 14:00:00,1419028.606,1008.9775,0,79.16666667,25.53938622,273.5,20.90375
2017-03-28 15:00:00,1412253.642,1008.10625,0,80.08333333,24.75188622,282.5,17.89375
2017-03-28 16:00:00,1403675.919,1008.205,0.5,76.58333333,26.11188622,296.75,22.55125
2017-03-28 17:00:00,1360045.259,1007.23125,3.75,79,24.53188622,279.75,19.49875
2017-03-28 18:00:00,1301910.286,1007.30375,0.5,78.08333333,23.79688622,282,15.0425
2017-03-28 19:00:00,1250314.349,1007.42,0,78.41666667,23.29938622,264,12.78125
2017-03-28 20:00:00,1199171.594,1007.67,0,80.75,20.35938622,264.125,9.975
2017-03-28 21:00:00,1163029.462,1008.96375,0,76.41666667,18.49688622,253.75,7.32625
2017-03-28 22:00:00,1137169.205,1009.08,0,82.83333333,19.20188622,202.5,6.73
2017-03-28 23:00:00,1112686.307,1009.22,0,89.41666667,17.54188622,199.875,12.66375
2017-03-29 00:00:00,1083962.64,1010.28625,0,92.83333333,17.15938622,204,10.55875
2017-03-29 01:00:00,1060406.99,1010.39,3.125,92.66666667,15.95188622,205.75,6.52625
2017-03-29 02:00:00,1035210.954,1009.23875,19,92.66666667,15.71938622,193.625,8.74
2017-03-29 03:00:00,1020046.164,1009.0025,3.125,92.25,15.76438622,199.625,9.90375
2017-03-29 04:00:00,1010926.37,1009.105,2.375,89.66666667,15.73188622,214.5,6.51125
2017-03-29 05:00:00,1017226.104,1008.9525,16.5,89.33333333,15.58188622,206.375,8.1975
2017-03-29 06:00:00,1036764.74,1009.925,19,89.33333333,15.73188622,199.25,7.4575
2017-03-29 07:00:00,1096427.077,1010.05,19.125,89.66666667,15.83938622,189.375,7.30875
2017-03-29 08:00:00,1212142.579,1010.05,20.75,90.25,16.97188622,166.875,6.3875
2017-03-29 09:00:00,1326286.433,1010.05,19.125,81.66666667,21.45938622,172.125,7.91375
2017-03-29 10:00:00,1390697.905,1010.05,16.5,80.08333333,24.48938622,240.5,11.6025
2017-03-29 11:00:00,1408652.331,1010.37625,2.375,77.66666667,25.39938622,265.875,12.6925
2017-03-29 12:00:00,1414462.017,1011.745,0,80.33333333,24.89438622,261.25,13.14375
2017-03-29 13:00:00,1412418.031,1011.86,0,79.5,27.46188622,278.375,20.13
2017-03-29 14:00:00,1420620.604,1010.01,0,79.91666667,24.06188622,282,20.2575
2017-03-29 15:00:00,1417021.462,1009.015,0,89.16666667,24.53938622,277.75,16.475
2017-03-29 16:00:00,1405805.087,1009.11,0,85.66666667,26.82938622,297.375,20.05
2017-03-29 17:00:00,1363202.685,1007.9,0,83.5,24.61688622,284.75,18.10125
2017-03-29 18:00:00,1294050.988,1007.78375,0,79.75,23.81938622,288.125,14.65125
2017-03-29 19:00:00,1248889.203,1007.905,0,75.58333333,21.97188622,277.75,12.48625
2017-03-29 20:00:00,1203877.114,1008.20125,0,75.75,21.09938622,239.625,7.95875
2017-03-29 21:00:00,1171203.696,1009.7375,0,76.5,20.50688622,237.25,4.365
2017-03-29 22:00:00,1142412.837,1009.875,0,75.58333333,21.19438622,174.5,5.095
2017-03-29 23:00:00,1109897.627,1009.55375,0,78.16666667,19.04438622,176.625,4.2
2017-03-30 00:00:00,1076743.542,1010.185,0,79.75,17.90438622,178,0.58625
2017-03-30 01:00:00,1046330.474,1010.29,0,80.33333333,17.73688622,133.5,0.17875
2017-03-30 02:00:00,1027613.404,1010.29,0,82.83333333,17.39188622,0,1.0675
2017-03-30 03:00:00,1013419.939,1010.29,0,82.33333333,15.99188622,0,0.17875
2017-03-30 04:00:00,1007275.643,1010.29,0,80.75,15.66438622,37.5,0.53125
2017-03-30 05:00:00,1008668.089,1009.17875,2.375,83.33333333,15.16188622,146.75,4.13
2017-03-30 06:00:00,1026979.346,1009.06375,16.5,84,15.48938622,134.75,7.12125
2017-03-30 07:00:00,1090908.765,1009.175,19,88.08333333,15.98188622,148.125,7.05
2017-03-30 08:00:00,1210200.821,1009.67625,16.5,85.91666667,18.25438622,158.75,3.8275
2017-03-30 09:00:00,1328125.239,1011.25,2.375,77,23.53938622,196.375,3.135
2017-03-30 10:00:00,1382738.467,1011.37,0,77.91666667,26.77688622,267.375,12.20875
2017-03-30 11:00:00,1401891.359,1011.37,0,79.33333333,25.02188622,260.875,17.60125
2017-03-30 12:00:00,1407427.661,1011.37,0,77.58333333,27.51688622,256.75,16.81
2017-03-30 13:00:00,1405866.655,1011.37,0,73.41666667,28.96188622,283,16.63375
2017-03-30 14:00:00,1432481.68,1009.37,0,71,25.74688622,273.125,16.72125
2017-03-30 15:00:00,1448375.904,1008.40875,0,70.91666667,23.67438622,255.125,15.25
2017-03-30 16:00:00,1434584.704,1008.525,0.5,69.58333333,25.06438622,257.5,17.80875
2017-03-30 17:00:00,1388060.57,1007.41125,3.75,74.75,23.14188622,248.25,17.87
2017-03-30 18:00:00,1325708.975,1007.425,0.5,75.91666667,21.79688622,234.375,16.29125
